files-in-error-series,"SXS_BBH_0164_Res1.h5,SXS_BBH_0164_Res2.h5,SXS_BBH_0164_Res3.h5,SXS_BBH_0164_Res4.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.265925750899
f_lower_at_1MSUN,1098.7457582711008
spin1z,0.32993683434799997
modification-date,2017-03-05
production-run,1
alternative-names,"SXS:BBH:0164,Case7a"
Format,3
LNhaty,-0.13861472105350392
LNhatx,0.044904797636004544
LNhatz,0.98932781132268233
mean_anomaly,1.324484
Omega,0.017001867069229491
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,0.42477410927600001
spin2y,0.26592576586400002
spin2z,0.32993683346300001
eccentricity,0.001451
nhatz,-0.055080024013866177
simulation-type,precessing
nhatx,-0.76547851312725834
nhaty,-0.64109970901187729
mass1,0.49999071768199999
name,SXS:BBH:0164
license,LVC-internal
mass2,0.49999071068200002
type,NRinjection
Lmax,8
eta,0.24999999999999997
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,610.0
PN_approximant,"none, NR only"
spin1x,0.42477417692199998
