files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-15
production-run,1
alternative-names,Sq_D6.2_q3.00_a0.6_th060_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.02823343
LNhatx,-6.7570000000000005e-05
LNhatz,0.99960135000000006
mean_anomaly,3.0883733636934236
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.2030500365184436
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.093003073942954456
nhatz,-0.0077692200000000003
simulation-type,precessing
nhatx,0.96552623000000004
nhaty,-0.26018982000000002
mass1,0.75
name,GT0691
license,public
mass2,0.25
Omega,0.10517053212230547
Lmax,8
eta,0.1875
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3397.4617387407993
