files-in-error-series,"SXS_BBH_0257_Res3.h5,SXS_BBH_0257_Res4.h5,SXS_BBH_0257_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-4.0208192174299998e-08
f_lower_at_1MSUN,1055.4456964965225
spin1z,0.84984534203899997
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0031,SXS:BBH:0257"
Format,3
LNhaty,-1.689716997903252e-08
LNhatx,3.9647910248828677e-08
LNhatz,0.99999999999999911
mean_anomaly,4.822419
Omega,0.016331846831300015
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,-1.22701166643e-09
spin2y,-2.2515151767300001e-08
spin2z,0.84976984727000004
eccentricity,0.0001139
nhatz,3.6504221829930526e-09
simulation-type,aligned-spins
nhatx,-0.46857013274553683
nhaty,-0.88342630179253212
mass1,0.66671594994100003
name,SXS:BBH:0257
license,LVC-internal
mass2,0.33339557397199998
type,NRinjection
Lmax,8
eta,0.22223057599600898
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,260.0
PN_approximant,"none, NR only"
spin1x,2.6463099372600002e-08
