files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.38485057
spin1x,-0.19694387999999999
spin1z,-0.25119470999999999
modification-date,2017-06-16
production-run,1
alternative-names,D8_q3.00_a0.5_0.0_th135_ph120_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.27059716
LNhatx,0.032308110000000001
LNhatz,0.96215039000000002
mean_anomaly,3.2081725158989132
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.4772428560792896
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.26058001384414431
nhatz,-0.079525810000000002
simulation-type,precessing
nhatx,0.98289587
nhaty,-0.16610646000000001
mass1,0.75
name,GT0726
license,public
mass2,0.25
Omega,0.085078228302118253
Lmax,8
eta,0.1875
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2748.3936766637044
