files-in-error-series,SXS_BBH_0086_Res5.h5
comparable-simulation,"SXS_BBH_0005_Res4.h5,SXS_BBH_0005_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-6.6421285601499996e-10
f_lower_at_1MSUN,790.85248241563477
spin1z,1.2097214811999999e-07
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0086
Format,3
LNhaty,-8.3306270004283955e-11
LNhatx,2.5400069422366604e-11
LNhatz,1.0
mean_anomaly,3.4347859999999999
Omega,0.0122375614888
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,5.8707594624200004e-10
spin2y,1.30884922932e-09
spin2z,1.2227500413499999e-07
eccentricity,0.0011708000000000001
nhatz,-3.8939222862107959e-11
simulation-type,non-spinning
nhatx,-0.72520178953470882
nhaty,-0.68853639297836378
mass1,0.500000161587
name,SXS:BBH:0086
license,LVC-internal
mass2,0.50000016655699997
type,NRinjection
Lmax,8
eta,0.25
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,320.0
PN_approximant,"none, NR only"
spin1x,7.0455357255700004e-10
