files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q2.50_a0.6_th045_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.015127109999999999
LNhatx,-0.0021849399999999998
LNhatz,0.99988319000000003
mean_anomaly,3.147304976004627
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.1521309048479971
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.089140389838027495
nhatz,-0.0018504000000000001
simulation-type,precessing
nhatx,0.97198041999999996
nhaty,-0.23505456
mass1,0.71428570999999996
name,GT0646
license,public
mass2,0.28571428999999998
Omega,0.10603184261419529
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3425.2857820571212
