files-in-error-series,SXS_BBH_0024_Res5.h5
comparable-simulation,"SXS_BBH_0020_Res4.h5,SXS_BBH_0020_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.050928794210600002
f_lower_at_1MSUN,935.19974766162431
spin1z,-0.0013285161766899999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0024
Format,3
LNhaty,-0.017152820677053447
LNhatx,0.017613286946931071
LNhatz,0.99969773074952306
mean_anomaly,4.3084519999999999
Omega,0.014471174676422963
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-0.077163091804200001
spin2y,0.48904341578799998
spin2z,0.0021021682180399999
eccentricity,0.0002119
nhatz,0.024534434000123197
simulation-type,precessing
nhatx,-0.66975809313794166
nhaty,0.74217394068002829
mass1,0.60022629057200005
name,SXS:BBH:0024
license,LVC-internal
mass2,0.39993045817400003
type,NRinjection
Lmax,8
eta,0.23997353839791577
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,160.0
PN_approximant,"none, NR only"
spin1x,0.49642208947299998
