files-in-error-series,SXS_BBH_0081_Res5.h5
comparable-simulation,"SXS_BBH_0016_Res4.h5,SXS_BBH_0016_Res5.h5,SXS_BBH_0016_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.051137991578800002
f_lower_at_1MSUN,940.55029811653355
spin1z,-0.00036457451965999998
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0081
Format,3
LNhaty,-0.013973041495746899
LNhatx,0.0047970203528601421
LNhatz,0.99989086539836558
mean_anomaly,5.0183150000000003
Omega,0.014553968486452969
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,1.17224621425e-08
spin2y,5.41829419549e-09
spin2z,2.4973653157899999e-07
eccentricity,0.0022290000000000001
nhatz,0.013556693594988388
simulation-type,precessing
nhatx,-0.67381927121339646
nhaty,0.73877182255431117
mass1,0.60024618161800003
name,SXS:BBH:0081
license,LVC-internal
mass2,0.40000030983500001
type,NRinjection
Lmax,8
eta,0.23998033783941067
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,160.0
PN_approximant,"none, NR only"
spin1x,0.496618568797
