files-in-error-series,SXS_BBH_0085_Res5.h5
comparable-simulation,"SXS_BBH_0004_Res4.h5,SXS_BBH_0004_Res5.h5,SXS_BBH_0004_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,1.4303702781900001e-11
f_lower_at_1MSUN,787.23465962850287
spin1z,0.499504999999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0085
Format,3
LNhaty,1.4143758041986688e-10
LNhatx,-9.4070914742584492e-11
LNhatz,1.0
mean_anomaly,4.8092560000000004
Omega,0.0121815797099
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-2.2209099060100002e-09
spin2y,-1.61136858646e-09
spin2z,1.03708310526e-07
eccentricity,0.0075507999999999999
nhatz,1.5906791400605974e-10
simulation-type,aligned-spins
nhatx,0.81071646469435077
nhaty,-0.58543899244369912
mass1,0.50022989872099999
name,SXS:BBH:0085
license,LVC-internal
mass2,0.49999982234099999
type,NRinjection
Lmax,8
eta,0.24999998677229293
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,470.0
PN_approximant,"none, NR only"
spin1x,-1.0010843579000001e-12
