files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q3.00_a0.6_th240_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.086951609999999999
LNhatx,-0.016875999999999999
LNhatz,0.99606958999999995
mean_anomaly,3.4324808622555145
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.8202347311146339
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.44704832194642352
nhatz,0.029459280000000001
simulation-type,precessing
nhatx,0.98928811000000005
nhaty,-0.14297265000000001
mass1,0.75
name,GT0713
license,public
mass2,0.25
Omega,0.11357902198921684
Lmax,8
eta,0.1875
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3669.0922233160713
