files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,fr_b3.1_a0.8_oth.150_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.030999499999999999
LNhatx,-0.0088953799999999996
LNhatz,0.99947982000000002
mean_anomaly,3.5657264288056192
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.4443084390073793
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.42079870909974021
nhatz,0.016179949999999999
simulation-type,precessing
nhatx,0.96803479999999997
nhaty,-0.25029351
mass1,0.5
name,GT0391
license,public
mass2,0.5
Omega,0.12285182431464199
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3968.6437276756947
