files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.018774539999999999
spin1x,-0.49963943
spin1z,-0.00117173
modification-date,2017-06-16
production-run,1
alternative-names,D8_q3.00_a0.5_0.0_th090_ph120_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.04438462
LNhatx,-0.0033367100000000001
LNhatz,0.99900893999999996
mean_anomaly,3.1009731363302531
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.6908218900634902
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.011432220240740559
nhatz,-0.0050245999999999997
simulation-type,precessing
nhatx,0.98148413999999995
nhaty,-0.19147753000000001
mass1,0.75
name,GT0636
license,public
mass2,0.25
Omega,0.079991207413107709
Lmax,8
eta,0.1875
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2584.0609640128855
