files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q2.50_a0.6_th075_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.031630110000000003
LNhatx,-9.2849999999999994e-05
LNhatz,0.99949964000000002
mean_anomaly,3.1947432942760505
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.0660218995195132
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.2847130154026426
nhatz,-0.0077348499999999997
simulation-type,precessing
nhatx,0.97327043999999996
nhaty,-0.22953176
mass1,0.71428570999999996
name,GT0644
license,public
mass2,0.28571428999999998
Omega,0.10818511941219969
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3494.8459087058168
