files-in-error-series,"SXS_BBH_0233_Res3.h5,SXS_BBH_0233_Res4.h5,SXS_BBH_0233_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,5.4873469946200003e-08
f_lower_at_1MSUN,919.72856162556332
spin1z,-0.87127876112199998
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0043,SXS:BBH:0233"
Format,3
LNhaty,-5.1376700344457569e-08
LNhatx,1.4186927933033728e-07
LNhatz,0.99999999999998868
mean_anomaly,0.64773099999999995
Omega,0.014231775300900161
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,6.5822951133000002e-08
spin2y,-3.6848407479499999e-08
spin2z,0.84969097969899998
eccentricity,9.6100000000000005e-05
nhatz,1.499686563820494e-07
simulation-type,aligned-spins
nhatx,-0.89704899607323696
nhaty,0.44193110169343736
mass1,0.66671048316699999
name,SXS:BBH:0233
license,LVC-internal
mass2,0.33339891869999999
type,NRinjection
Lmax,8
eta,0.22223192633869293
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,640.0
PN_approximant,"none, NR only"
spin1x,3.5586707912100002e-08
