files-in-error-series,SXS_BBH_0104_Res5.h5
comparable-simulation,"SXS_BBH_0036_Res4.h5,SXS_BBH_0036_Res5.h5,SXS_BBH_0036_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.00086352298759399999
f_lower_at_1MSUN,1128.8027894650538
spin1z,0.49954500000000002
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0104
Format,3
LNhaty,0.013578346179334214
LNhatx,-0.002104432085391099
LNhatz,0.99990559548420965
mean_anomaly,1.1821660000000001
Omega,0.01746696615608229
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-0.47405315225599998
spin2y,-0.15700967330900001
spin2z,0.00095910411278299996
eccentricity,0.0011424
nhatz,0.0068886858276119636
simulation-type,precessing
nhatx,-0.77826381879077478
nhaty,-0.62789965310451368
mass1,0.75033273015599999
name,SXS:BBH:0104
license,LVC-internal
mass2,0.25012721046600001
type,NRinjection
Lmax,8
eta,0.18750610969576323
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,220.0
PN_approximant,"none, NR only"
spin1x,0.00016709955338299999
