files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.41193425
spin1x,-0.26737097999999998
spin1z,-0.093921610000000003
modification-date,2017-06-16
production-run,1
alternative-names,D8_q3.00_a0.5_0.0_th120_ph315_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.36815344999999999
LNhatx,0.036168949999999998
LNhatz,0.92906127000000005
mean_anomaly,3.1942403391789487
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.5439970878447857
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.041469687490577341
nhatz,-0.095223970000000005
simulation-type,precessing
nhatx,0.98496108999999998
nhaty,-0.14416672
mass1,0.75
name,GT0746
license,public
mass2,0.25
Omega,0.083928615687662744
Lmax,8
eta,0.1875
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2711.2562314766415
