files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.47921040999999998
spin1x,0.51017970000000001
spin1z,-0.0081913699999999999
modification-date,2017-06-16
production-run,1
alternative-names,D8_q2.00_a0.7_0.0_th090_ph000_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.062607079999999996
LNhatx,-0.040454799999999999
LNhatz,0.99721800999999999
mean_anomaly,3.1993305725156613
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.4314940021330935
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.13123102691878971
nhatz,0.027955230000000001
simulation-type,precessing
nhatx,0.98242870999999998
nhaty,-0.18453277000000001
mass1,0.66666667000000002
name,GT0766
license,public
mass2,0.33333332999999998
Omega,0.082451774975807773
Lmax,8
eta,0.22222222
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2663.5479075622293
