files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Eq_D7_q3.00_a0.6_ph270_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.017615229999999999
LNhatx,-0.040789470000000001
LNhatz,0.99901247000000004
mean_anomaly,3.1513578914153682
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.7624346532180502
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.074521979178722664
nhatz,0.033788360000000003
simulation-type,precessing
nhatx,0.96383258999999999
nhaty,-0.26435786
mass1,0.75
name,GT0699
license,public
mass2,0.25
Omega,0.092767183365947609
Lmax,8
eta,0.1875
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2996.7800840832138
