files-in-error-series,SXS_BBH_0001_Res5.h5
comparable-simulation,"SXS_BBH_0002_Res4.h5,SXS_BBH_0002_Res5.h5,SXS_BBH_0002_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-6.6605176090100004e-10
f_lower_at_1MSUN,793.2981603319613
spin1z,1.2093092180400001e-07
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0001
Format,3
LNhaty,-6.7220521749150325e-11
LNhatx,2.3038629607032996e-11
LNhatz,1.0
mean_anomaly,3.08324
Omega,0.0122754056311
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,5.84453420303e-10
spin2y,1.3050444511299999e-09
spin2z,1.2219691541400001e-07
eccentricity,0.00025690000000000001
nhatz,-3.0022717452043963e-11
simulation-type,non-spinning
nhatx,-0.72041765707325456
nhaty,-0.69354048142634228
mass1,0.50000016132799996
name,SXS:BBH:0001
license,LVC-internal
mass2,0.50000016635599998
type,NRinjection
Lmax,8
eta,0.24999999999999994
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,320.0
PN_approximant,"none, NR only"
spin1x,7.0975214135200001e-10
