files-in-error-series,SXS_BBH_0061_Res4.h5
comparable-simulation,"SXS_BBH_0058_Res4.h5,SXS_BBH_0058_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-3.6133996766899998e-13
f_lower_at_1MSUN,1019.6089137706686
spin1z,0.49955199999900002
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0061
Format,3
LNhaty,-1.5546257652845579e-11
LNhatx,4.6917311728548514e-12
LNhatz,1.0
mean_anomaly,4.9195390000000003
Omega,0.015777312525699999
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-2.2904556052700002e-12
spin2y,2.4603952556400001e-13
spin2z,2.9172550939800002e-07
eccentricity,0.0042423000000000001
nhatz,7.2663296110131808e-12
simulation-type,aligned-spins
nhatx,-0.98544374412383251
nhaty,0.1700018445994117
mass1,0.83369699557599997
name,SXS:BBH:0061
license,LVC-internal
mass2,0.16666701531100001
type,NRinjection
Lmax,8
eta,0.13884868666122313
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,190.0
PN_approximant,"none, NR only"
spin1x,1.08470793233e-12
