files-in-error-series,"SXS_BBH_0172_Res1.h5,SXS_BBH_0172_Res2.h5,SXS_BBH_0172_Res3.h5,SXS_BBH_0172_Res4.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-2.4742750555199999e-08
f_lower_at_1MSUN,994.98048989400024
spin1z,0.979412619185
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0172
Format,3
LNhaty,4.719740441897951e-10
LNhatx,-1.0326676346620156e-10
LNhatz,1.0
mean_anomaly,1.252597
Omega,0.015396215091899999
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-3.5594793900700001e-08
spin2y,2.37193972542e-08
spin2z,0.97941288717099995
eccentricity,0.0011276000000000001
nhatz,4.5447182977627723e-10
simulation-type,aligned-spins
nhatx,-0.13043787236969201
nhaty,-0.99145648490070803
mass1,0.50017050215799996
name,SXS:BBH:0172
license,LVC-internal
mass2,0.50017027139000003
type,NRinjection
Lmax,8
eta,0.24999999999998673
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,300.0
PN_approximant,"none, NR only"
spin1x,3.5185077909500001e-08
