files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Lq_D6.2_q2.50_a0.6_th060_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.02609682
LNhatx,0.00075573999999999997
LNhatz,0.99965912999999995
mean_anomaly,3.1412248290361853
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.1688276038593228
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.091189371976582501
nhatz,-0.0072660900000000002
simulation-type,precessing
nhatx,0.97292783000000005
nhaty,-0.23099491
mass1,0.71428570999999996
name,GT0671
license,public
mass2,0.28571428999999998
Omega,0.10549464085043188
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3407.9318483882516
