files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.0031239699999999998
spin1x,-0.59978575999999995
spin1z,-0.00056652000000000004
modification-date,2017-06-19
production-run,1
alternative-names,th_180_SSeq_D9_q2_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.045118470000000001
LNhatx,-0.01334986
LNhatz,0.99889243999999999
mean_anomaly,3.0412911425727365
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,8.7818162072264858
NR-group,Georgia Tech
spin2x,-0.59902661999999995
spin2y,-0.014105070000000001
spin2z,-7.6320000000000001e-05
eccentricity,0.0070006173175027157
nhatz,0.025615880000000001
simulation-type,precessing
nhatx,0.95949856
nhaty,-0.28054651000000003
mass1,0.66666667000000002
name,GT0852
license,public
mass2,0.33333332999999998
Omega,0.065489206907290584
Lmax,8
eta,0.22222222
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2115.5838073468331
