files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-15
production-run,1
alternative-names,fr_b3.1_a0.6_oth.150_rr_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.023280559999999999
LNhatx,-0.0065404699999999996
LNhatz,0.99970758000000004
mean_anomaly,3.546863896311069
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.5566332753941037
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.42898769669582781
nhatz,0.01133693
simulation-type,precessing
nhatx,0.97605898000000002
nhaty,-0.21721038000000001
mass1,0.5
name,GT0264
license,public
mass2,0.5
Omega,0.12121687611387606
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3915.8278500259967
