files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.20000000000000001
modification-date,2017-05-17
production-run,1
alternative-names,D11_q1.00_a0.20_0.80_m160
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.0
LNhatx,0.0
LNhatz,1.0
mean_anomaly,1.5398330963832478
spin-type,AlignedSpins
type,NRinjection
comparable-simulation,GT0582
init_sep,10.615691923020245
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.80000000000000004
eccentricity,0.0070066102806125297
nhatz,0.0
simulation-type,aligned-spins
nhatx,-0.21512281
nhaty,-0.97658699999999998
mass1,0.5
name,GT0555
license,public
mass2,0.5
Omega,0.050828616739993615
Lmax,6
eta,0.25
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,1641.9835206921348
