files-in-error-series,SXS_BBH_0129_Res5.h5
comparable-simulation,"SXS_BBH_0008_Res4.h5,SXS_BBH_0008_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-0.00028356693458699998
f_lower_at_1MSUN,1037.8048907932857
spin1z,0.088498355902299999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0129
Format,3
LNhaty,-0.0030721969489799304
LNhatx,-0.012871783677115939
LNhatz,0.99991243556167253
mean_anomaly,0.42312300000000003
Omega,0.016058875007470198
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,0.19300505751800001
spin2y,-0.28908339774399999
spin2z,-0.074788604172700002
eccentricity,0.00030630000000000002
nhatz,-0.006278688752963205
simulation-type,precessing
nhatx,-0.25709515493237239
nhaty,-0.96636569650305926
mass1,0.57627191646200004
name,SXS:BBH:0129
license,LVC-internal
mass2,0.42378837991500001
type,NRinjection
Lmax,8
eta,0.24418789368956725
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,280.0
PN_approximant,"none, NR only"
spin1x,-0.0014554641391
