files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,SSaP_D6.2_a0.6_th066_ph060_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.0
LNhatx,0.0
LNhatz,1.0
mean_anomaly,3.2481675117930635
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.9335235661928092
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.020054294890622531
nhatz,0.0
simulation-type,precessing
nhatx,0.96193773000000005
nhaty,-0.27326872000000002
mass1,0.47439343
name,GT0515
license,public
mass2,0.47439343
Omega,0.11083193239029818
Lmax,8
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,
f_lower_at_1MSUN,3580.3493823616755
