files-in-error-series,SXS_BBH_0097_Res5.h5
comparable-simulation,"SXS_BBH_0098_Res2.h5,SXS_BBH_0098_Res4.h5,SXS_BBH_0098_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.064779535413499997
f_lower_at_1MSUN,1039.3263538063907
spin1z,0.00062127382105299999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0097
Format,3
LNhaty,-0.01967038550136159
LNhatx,0.0017721215038190581
LNhatz,0.99980494873730419
mean_anomaly,5.484407
Omega,0.016082417953328997
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,9.0248338834900008e-09
spin2y,5.0819484661799999e-09
spin2z,2.42297617293e-07
eccentricity,0.038795900000000001
nhatz,0.0076077263751511675
simulation-type,precessing
nhatx,-0.95366689044810027
nhaty,0.30076832373514961
mass1,0.60027187989599995
name,SXS:BBH:0097
license,LVC-internal
mass2,0.40000028191800002
type,NRinjection
Lmax,8
eta,0.23997827756347961
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,190.0
PN_approximant,"none, NR only"
spin1x,0.49530046278099998
