files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.59999999999999998
spin1x,0.0
spin1z,0.0
modification-date,2017-06-16
production-run,1
alternative-names,EK_D6.2_a0.6_th090_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.0
LNhatx,0.0
LNhatz,1.0
mean_anomaly,3.3612424927908271
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,5.7778284801811282
NR-group,Georgia Tech
spin2x,-0.0
spin2y,-0.59999999999999998
spin2z,0.0
eccentricity,0.16841020490395034
nhatz,0.0
simulation-type,precessing
nhatx,0.96724193999999997
nhaty,-0.25385633000000002
mass1,0.5
name,GT0485
license,public
mass2,0.5
Omega,0.11492369570795571
Lmax,6
eta,0.25
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3712.5309833785655
