files-in-error-series,"SXS_BBH_0031_Res4.h5,SXS_BBH_0031_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,9.8728465451100005e-13
f_lower_at_1MSUN,1134.1136455215699
spin1z,0.49954700000000002
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0031
Format,3
LNhaty,8.6113444893703225e-12
LNhatx,2.7339719377797463e-11
LNhatz,1.0
mean_anomaly,5.9737770000000001
Omega,0.017549145739500002
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-5.8599238759300002e-10
spin2y,7.0052439398400002e-10
spin2z,4.5657526202900002e-07
eccentricity,5.0099999999999998e-05
nhatz,-1.0482507969662612e-11
simulation-type,aligned-spins
nhatx,0.62842654304130818
nhaty,-0.77786893497629195
mass1,0.750332889404
name,SXS:BBH:0031
license,LVC-internal
mass2,0.25000050074399999
type,NRinjection
Lmax,8
eta,0.18745858355003275
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,310.0
PN_approximant,"none, NR only"
spin1x,4.7970607067599996e-12
