files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.01409233
spin1x,-0.51852467000000002
spin1z,-0.30069255
modification-date,2017-06-19
production-run,1
alternative-names,fr_b5_a0.6_oth.240_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.038387560000000001
LNhatx,-0.012552020000000001
LNhatz,0.99918408999999997
mean_anomaly,3.0979861510846796
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,9.5405869907522103
NR-group,Georgia Tech
spin2x,-0.59950592999999996
spin2y,-0.01435122
spin2z,-0.0013488599999999999
eccentricity,0.0056785952072918953
nhatz,0.02296072
simulation-type,precessing
nhatx,0.95842505
nhaty,-0.28441909999999998
mass1,0.5
name,GT0227
license,public
mass2,0.5
Omega,0.058162189802570596
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,1878.8895568752607
