files-in-error-series,"SXS_BBH_0285_Res3.h5,SXS_BBH_0285_Res4.h5,SXS_BBH_0285_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-6.2776394495700005e-08
f_lower_at_1MSUN,1119.3374966552351
spin1z,0.39997090916900002
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0024,SXS:BBH:0285"
Format,3
LNhaty,6.2189547544992553e-08
LNhatx,-1.4044672890191536e-08
LNhatz,0.999999999999998
mean_anomaly,4.7608639999999998
Omega,0.017320501290200036
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,5.3367088360800003e-09
spin2y,4.3066420477100001e-08
spin2z,0.59987820876499998
eccentricity,0.000122
nhatz,5.9990413122148251e-08
simulation-type,aligned-spins
nhatx,-0.12297305687941919
nhaty,-0.99241000966421511
mass1,0.74998845396699998
name,SXS:BBH:0285
license,LVC-internal
mass2,0.25001324256099999
type,NRinjection
Lmax,8
eta,0.18750640903931509
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,640.0
PN_approximant,"none, NR only"
spin1x,-3.7723670979e-08
