files-in-error-series,"SXS_BBH_0318_Res1.h5,SXS_BBH_0318_Res2.h5,SXS_BBH_0318_Res3.h5,SXS_BBH_0318_Res4.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-9.6020536466699994e-08
f_lower_at_1MSUN,1231.361208967651
spin1z,0.33001080219899998
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0318
Format,3
LNhaty,-2.6600362312473425e-08
LNhatx,-1.4101142759970264e-07
LNhatz,0.99999999999998967
mean_anomaly,2.1814
Omega,0.019053943491000199
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,4.4000525788399999e-08
spin2y,-9.4512003693099999e-08
spin2z,-0.43987197075399997
eccentricity,0.0001088
nhatz,7.9019783897099843e-08
simulation-type,aligned-spins
nhatx,0.69585611752029508
nhaty,-0.71818121926821155
mass1,0.54954853151600003
name,SXS:BBH:0318
license,LVC-internal
mass2,0.450459892907
type,NRinjection
Lmax,8
eta,0.24754540178197526
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,640.0
PN_approximant,"none, NR only"
spin1x,-7.2762445015899999e-08
