files-in-error-series,"SXS_BBH_0322_Res1.h5,SXS_BBH_0322_Res2.h5,SXS_BBH_0322_Res3.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,2.9142469660500001e-08
f_lower_at_1MSUN,1322.4400341405992
spin1z,0.33012994255299999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0322
Format,3
LNhaty,-2.5573809819423574e-08
LNhatx,2.5301868765149053e-08
LNhatz,0.99999999999999933
mean_anomaly,0.75375400000000004
Omega,0.020463286887100012
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,3.0546990331300002e-08
spin2y,-1.9271423774199999e-08
spin2z,-0.439867921366
eccentricity,0.10707709999999999
nhatz,-3.538181295432207e-08
simulation-type,aligned-spins
nhatx,0.5631535328534395
nhaty,-0.82635228470349664
mass1,0.54954252390400005
name,SXS:BBH:0322
license,LVC-internal
mass2,0.45046224647999999
type,NRinjection
Lmax,8
eta,0.24754579807142291
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,640.0
PN_approximant,"none, NR only"
spin1x,3.4769404251100001e-08
