files-in-error-series,"SXS_BBH_0217_Res3.h5,SXS_BBH_0217_Res4.h5,SXS_BBH_0217_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-4.1919299514599998e-09
f_lower_at_1MSUN,918.03365767665741
spin1z,-0.59996937591900001
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0090,SXS:BBH:0217"
Format,3
LNhaty,2.1876857446350643e-09
LNhatx,-4.5845970516974777e-10
LNhatz,1.0
mean_anomaly,3.3191820000000001
Omega,0.014205548549699999
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,-1.02795425003e-09
spin2y,4.46831562953e-09
spin2z,0.59998304488499998
eccentricity,0.00019259999999999999
nhatz,-1.4168713599605174e-09
simulation-type,aligned-spins
nhatx,-0.88699700368948153
nhaty,0.46177517846445781
mass1,0.50000250357700005
name,SXS:BBH:0217
license,LVC-internal
mass2,0.50000138921199999
type,NRinjection
Lmax,8
eta,0.24999999999968953
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,640.0
PN_approximant,"none, NR only"
spin1x,3.0324550168399999e-09
