files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q2.50_a0.6_th345_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.031852220000000001
LNhatx,-0.01147279
LNhatz,0.99942673999999998
mean_anomaly,3.0968085952275226
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.1995731356753119
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.033058861028100975
nhatz,0.019484250000000002
simulation-type,precessing
nhatx,0.96328459
nhaty,-0.26777445
mass1,0.71428570999999996
name,GT0668
license,public
mass2,0.28571428999999998
Omega,0.10481012759395826
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3385.8191182194478
