files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Eq_D7_q3.00_a0.6_ph120_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.033871239999999997
LNhatx,0.035808430000000002
LNhatz,0.99878451000000001
mean_anomaly,3.2358618948665976
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.7554661713944872
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.073844453776772095
nhatz,-0.02832295
simulation-type,precessing
nhatx,0.98436343000000004
nhaty,-0.17385753000000001
mass1,0.75
name,GT0707
license,public
mass2,0.25
Omega,0.095404268621698929
Lmax,8
eta,0.1875
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3081.9693103561535
