files-in-error-series,SXS_BBH_0102_Res5.h5
comparable-simulation,"SXS_BBH_0036_Res4.h5,SXS_BBH_0036_Res5.h5,SXS_BBH_0036_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.050975675752000002
f_lower_at_1MSUN,935.39522583540952
spin1z,-0.00065283568984999998
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0102
Format,3
LNhaty,-0.022990075686448262
LNhatx,0.0078547079479417553
LNhatz,0.99970483643072572
mean_anomaly,0.75092599999999998
Omega,0.014474199483481933
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,0.49361247293100002
spin2y,0.070506942781599996
spin2z,-0.00109138660902
eccentricity,0.00090620000000000002
nhatz,0.02231487863844793
simulation-type,precessing
nhatx,-0.67105059737498907
nhaty,0.74107566547149661
mass1,0.60022214222900006
name,SXS:BBH:0102
license,LVC-internal
mass2,0.40013843948799999
type,NRinjection
Lmax,8
eta,0.23999884174433678
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,160.0
PN_approximant,"none, NR only"
spin1x,0.49637919511400003
