files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.29999999999999999
spin1z,-0.51961524000000003
modification-date,2017-06-16
production-run,1
alternative-names,Sq2_d6.2_a0.6_oth.150_rr_M140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.00191146
LNhatx,-0.0074196399999999999
LNhatz,0.99997064999999996
mean_anomaly,3.7121263602328773
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,5.4283970925560379
NR-group,Georgia Tech
spin2x,-0.59999999999999998
spin2y,0.0
spin2z,0.0
eccentricity,0.75149783844074691
nhatz,0.0065718499999999997
simulation-type,precessing
nhatx,0.99179766000000003
nhaty,-0.12764879000000001
mass1,0.66666667000000002
name,GT0437
license,public
mass2,0.33333332999999998
Omega,0.12571509234493117
Lmax,8
eta,0.22222222
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,4061.1396329864565
