files-in-error-series,"SXS_BBH_0200_Res1.h5,SXS_BBH_0200_Res2.h5,SXS_BBH_0200_Res3.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,5.9226518513700002e-08
f_lower_at_1MSUN,1118.1437996939621
spin1z,-5.02970994357e-05
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0138,SXS:BBH:0200"
Format,3
LNhaty,4.544416791569413e-09
LNhatx,9.7895432714232163e-09
LNhatz,1.0
mean_anomaly,5.7700620000000002
Omega,0.017302030159
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,4.3944037141600001e-08
spin2y,8.73638907008e-08
spin2z,-1.09455792359e-05
eccentricity,0.00041370000000000003
nhatz,-6.8102335063967831e-09
simulation-type,non-spinning
nhatx,0.89898196429524391
nhaty,-0.43798564802041723
mass1,0.76592755948500002
name,SXS:BBH:0200
license,LVC-internal
mass2,0.23404986493800001
type,NRinjection
Lmax,8
eta,0.17927333615639729
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,340.0
PN_approximant,"none, NR only"
spin1x,-3.9317864850200002e-08
