files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,3.7880000000000003e-05
spin1x,0.42445064999999998
spin1z,0.42403782000000001
modification-date,2017-06-19
production-run,1
alternative-names,q4_LL_D9_a0.6_th1_45_th2_225_m166
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.01415163
LNhatx,0.00096495999999999995
LNhatz,0.99989939000000005
mean_anomaly,2.972903373509423
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,9.0263523554881857
NR-group,Georgia Tech
spin2x,-0.42294088000000002
spin2y,-0.016615810000000002
spin2z,-0.42484198000000001
eccentricity,0.0039612732529103415
nhatz,-0.0047840499999999998
simulation-type,precessing
nhatx,0.96716206000000005
nhaty,-0.25411545000000002
mass1,0.80000000000000004
name,GT0875
license,public
mass2,0.20000000000000001
Omega,0.064092020635890534
Lmax,8
eta,0.16
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2070.448665371367
