files-in-error-series,SXS_BBH_0121_Res5.h5
comparable-simulation,"SXS_BBH_0004_Res4.h5,SXS_BBH_0004_Res5.h5,SXS_BBH_0004_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-0.108844073308
f_lower_at_1MSUN,1028.7111506639455
spin1z,0.35552628909799999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0121
Format,3
LNhaty,0.013422988381495927
LNhatx,-0.0084860179519355861
LNhatz,0.9998738974901934
mean_anomaly,5.6087740000000004
Omega,0.015918159505565153
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-0.32343805375899998
spin2y,-0.12706510827
spin2z,-0.29731116917200001
eccentricity,8.1000000000000004e-05
nhatz,-0.012012472945881517
simulation-type,precessing
nhatx,-0.95701863388180131
nhaty,0.28977756106492303
mass1,0.52837933653400004
name,SXS:BBH:0121
license,LVC-internal
mass2,0.47185192935100001
type,NRinjection
Lmax,8
eta,0.2492015324186207
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,180.0
PN_approximant,"none, NR only"
spin1x,-0.0608852125565
