files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,fr_b3.1_a0.6_oth.165_rr_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.035012689999999999
LNhatx,-0.0096008799999999991
LNhatz,0.99934075
mean_anomaly,3.57585917150905
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.5290392524811596
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.42615547033216611
nhatz,0.016550780000000001
simulation-type,precessing
nhatx,0.97819637000000004
nhaty,-0.20702159000000001
mass1,0.5
name,GT0265
license,public
mass2,0.5
Omega,0.12183501088777499
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3935.7962689483666
