files-in-error-series,"SXS_BBH_0276_Res3.h5,SXS_BBH_0276_Res4.h5,SXS_BBH_0276_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-3.1666991895300003e-11
f_lower_at_1MSUN,1007.3882017560524
spin1z,2.56425928924e-07
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0066,SXS:BBH:0276"
Format,3
LNhaty,5.3478474473929962e-11
LNhatx,-5.8228604920140243e-12
LNhatz,1.0
mean_anomaly,-1.0
Omega,0.015588210615999999
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,-3.2090864450799998e-13
spin2y,-1.39876941135e-12
spin2z,-0.29992756196199999
eccentricity,-44444444.44444444
nhatz,4.4950901980819744e-11
simulation-type,aligned-spins
nhatx,0.6365535085237175
nhaty,-0.77123254002028829
mass1,0.750000004798
name,SXS:BBH:0276
license,LVC-internal
mass2,0.25001899315600001
type,NRinjection
Lmax,8
eta,0.18750712149557799
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,350.0
PN_approximant,"none, NR only"
spin1x,-4.3146568126900001e-10
