files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q2.50_a0.6_th015_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.0076206399999999997
LNhatx,-0.0062988899999999997
LNhatz,0.99995111999999997
mean_anomaly,3.1130683457773958
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.1757693190360454
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.038256172092490069
nhatz,0.0078174999999999998
simulation-type,precessing
nhatx,0.96529695999999998
nhaty,-0.26103766
mass1,0.71428570999999996
name,GT0648
license,public
mass2,0.28571428999999998
Omega,0.10602487987200446
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3425.060855457315
