files-in-error-series,"SXS_BBH_0282_Res3.h5,SXS_BBH_0282_Res4.h5,SXS_BBH_0282_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,6.9581592718799998e-13
f_lower_at_1MSUN,1052.5290713467948
spin1z,0.29996624544
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0058,SXS:BBH:0282"
Format,3
LNhaty,1.7639307453468132e-11
LNhatx,-4.6838456124717038e-12
LNhatz,1.0
mean_anomaly,0.27726800000000001
Omega,0.016286715305000001
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,-1.0427323640500001e-09
spin2y,-4.6300876514500002e-10
spin2z,3.8752906826399998e-07
eccentricity,5.8e-05
nhatz,-5.8405472492628167e-12
simulation-type,aligned-spins
nhatx,-0.99780922891019708
nhaty,0.066156955051134142
mass1,0.75003977301199998
name,SXS:BBH:0282
license,LVC-internal
mass2,0.25000049441200001
type,NRinjection
Lmax,8
eta,0.18749521387909673
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,190.0
PN_approximant,"none, NR only"
spin1x,8.7063665764900001e-13
