files-in-error-series,SXS_BBH_0050_Res5.h5
comparable-simulation,"SXS_BBH_0267_Res3.h5,SXS_BBH_0267_Res4.h5,SXS_BBH_0267_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.071577168383500006
f_lower_at_1MSUN,1134.1132046075736
spin1z,0.0015318501203
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0050
Format,3
LNhaty,-0.069054218168884074
LNhatx,0.011844033350745473
LNhatz,0.99754259750001173
mean_anomaly,2.9031609999999999
Omega,0.017549138916846903
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,0.46735055864899999
spin2y,0.17587436315800001
spin2z,0.00486605478573
eccentricity,0.00017579999999999999
nhatz,-0.045105615290363887
simulation-type,precessing
nhatx,-0.64562397971297159
nhaty,-0.76232221552888135
mass1,0.75033178457799998
name,SXS:BBH:0050
license,LVC-internal
mass2,0.250127885125
type,NRinjection
Lmax,8
eta,0.18750648070255843
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,230.0
PN_approximant,"none, NR only"
spin1x,0.49438743458599999
