files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-05-27
production-run,1
alternative-names,D11_q2.00_a0.0_m200
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.0
LNhatx,-0.0
LNhatz,1.0
mean_anomaly,1.5326740532249363
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0582
init_sep,10.675028235242088
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.0058145889692919183
nhatz,-0.0
simulation-type,non-spinning
nhatx,-0.18770265
nhaty,-0.98222589999999999
mass1,0.66666667000000002
name,GT0446
license,public
mass2,0.33333332999999998
Omega,0.051691232737730262
Lmax,8
eta,0.22222222
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,
f_lower_at_1MSUN,1669.849737477344
