files-in-error-series,SXS_BBH_0084_Res5.h5
comparable-simulation,"SXS_BBH_0005_Res4.h5,SXS_BBH_0005_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,1.5131334210600001e-11
f_lower_at_1MSUN,791.40783084369639
spin1z,0.499504999999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0084
Format,3
LNhaty,1.3436584918637982e-10
LNhatx,-8.922483759887403e-11
LNhatz,1.0
mean_anomaly,5.0287199999999999
Omega,0.0122461548873
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-2.2057763721800001e-09
spin2y,-1.6371818496199999e-09
spin2z,1.04481153759e-07
eccentricity,0.0062659999999999999
nhatz,1.314010165174937e-10
simulation-type,aligned-spins
nhatx,0.93377177548726953
nhaty,-0.35786907005684698
mass1,0.50022991139399997
name,SXS:BBH:0084
license,LVC-internal
mass2,0.49999982056699999
type,NRinjection
Lmax,8
eta,0.24999998677063204
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,490.0
PN_approximant,"none, NR only"
spin1x,-1.0428182225599999e-12
