files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0018425200000000001
spin1x,0.42433583000000002
spin1z,0.42366837000000002
modification-date,2017-06-19
production-run,1
alternative-names,q1.5_LL_D9_a0.6_th1_45_th2_225_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.0046718999999999997
LNhatx,0.00026658999999999998
LNhatz,0.99998905000000005
mean_anomaly,3.0955849828947004
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,8.6286048334382031
NR-group,Georgia Tech
spin2x,-0.42346181999999999
spin2y,-0.0087777199999999993
spin2z,-0.42457393999999998
eccentricity,0.012296781202565719
nhatz,-0.00169534
simulation-type,precessing
nhatx,0.95698256999999998
nhaty,-0.29014047999999998
mass1,0.59999999999999998
name,GT0873
license,public
mass2,0.40000000000000002
Omega,0.06710653381039125
Lmax,8
eta,0.23999999999999999
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2167.8304410895494
