files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q3.00_a0.6_th075_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.034953860000000003
LNhatx,0.00082154000000000005
LNhatz,0.99938859000000002
mean_anomaly,3.1001201033214181
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.1457085713344091
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.31590719866603867
nhatz,-0.010992170000000001
simulation-type,precessing
nhatx,0.96097127000000004
nhaty,-0.27642972999999998
mass1,0.75
name,GT0692
license,public
mass2,0.25
Omega,0.10732878933172582
Lmax,8
eta,0.1875
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3467.1827541564089
