files-in-error-series,SXS_BBH_0075_Res5.h5
comparable-simulation,"SXS_BBH_0016_Res4.h5,SXS_BBH_0016_Res5.h5,SXS_BBH_0016_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.050951240676700003
f_lower_at_1MSUN,935.26159523002525
spin1z,-0.00037413887970000001
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0075
Format,3
LNhaty,-0.013913254700030075
LNhatx,0.0048074145637221561
LNhatz,0.99989164918448281
mean_anomaly,5.9656019999999996
Omega,0.014472131698671824
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,1.15659183432e-08
spin2y,5.4885680413600001e-09
spin2z,2.50236642105e-07
eccentricity,4.9299999999999999e-05
nhatz,0.013548161289552142
simulation-type,precessing
nhatx,-0.67015645991314887
nhaty,0.74209619764714352
mass1,0.60024635619099997
name,SXS:BBH:0075
license,LVC-internal
mass2,0.40000031030099997
type,NRinjection
Lmax,8
eta,0.23998032392269367
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,160.0
PN_approximant,"none, NR only"
spin1x,0.49664108533899998
