files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Eq_D7_q3.00_a0.6_ph180_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.030638680000000001
LNhatx,-0.00070403999999999996
LNhatz,0.99953027999999999
mean_anomaly,3.0963027217714765
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.8457678514418694
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.046112443761806315
nhatz,0.0097704300000000001
simulation-type,precessing
nhatx,0.96061803000000001
nhaty,-0.27770043
mass1,0.75
name,GT0697
license,public
mass2,0.25
Omega,0.092104088376087148
Lmax,8
eta,0.1875
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2975.3592562929562
