files-in-error-series,"SXS_BBH_0240_Res3.h5,SXS_BBH_0240_Res4.h5,SXS_BBH_0240_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-7.7258383031300004e-14
f_lower_at_1MSUN,878.52450333366164
spin1z,-0.29996217553100002
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0080,SXS:BBH:0240"
Format,3
LNhaty,7.3446441823351425e-12
LNhatx,-9.6388530253698895e-13
LNhatz,1.0
mean_anomaly,0.91409499999999999
Omega,0.0135941883828
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,1.2061010677200001e-12
spin2y,6.0891366725099997e-13
spin2z,-0.29993995873599999
eccentricity,4.5000000000000003e-05
nhatz,-1.2134659935931386e-12
simulation-type,aligned-spins
nhatx,-0.99941987672551014
nhaty,0.034057451548317165
mass1,0.66670296460699996
name,SXS:BBH:0240
license,LVC-internal
mass2,0.33335620797900001
type,NRinjection
Lmax,8
eta,0.22222327230027275
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,230.0
PN_approximant,"none, NR only"
spin1x,-2.9373407355500002e-13
