files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0030977499999999998
spin1x,0.39992496999999999
spin1z,-0.00051517000000000002
modification-date,2017-06-19
production-run,1
alternative-names,RO3_D10_q2.50_a0.40_oth.090_M120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.015929550000000001
LNhatx,0.0039861599999999999
LNhatz,0.99986516999999997
mean_anomaly,3.0246486557184924
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,9.842606863820988
NR-group,Georgia Tech
spin2x,-0.00036455999999999999
spin2y,-0.00079389
spin2z,0.39985020999999998
eccentricity,0.0042721189208826827
nhatz,-0.0081822100000000005
simulation-type,precessing
nhatx,0.96716908999999995
nhaty,-0.25400198000000002
mass1,0.71428570999999996
name,GT0464
license,public
mass2,0.28571428999999998
Omega,0.056778579150716213
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,1834.1929659564009
