files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,fr_b3.1_a0.8_oth.000_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.043396009999999999
LNhatx,-0.01644199
LNhatz,0.99892263999999997
mean_anomaly,3.1537532185094266
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.9665119314568269
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.074437661753915085
nhatz,0.029701410000000001
simulation-type,precessing
nhatx,0.94615041
nhaty,-0.32236194000000001
mass1,0.5
name,GT0382
license,public
mass2,0.5
Omega,0.10694402658149138
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3454.7532580225106
