files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.5
modification-date,2017-05-27
production-run,1
alternative-names,D8_q3.00_a0.5_0.0_th000_ph000_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.0
LNhatx,0.0
LNhatz,1.0
mean_anomaly,2.954885340533234
spin-type,AlignedSpins
type,NRinjection
comparable-simulation,GT0582
init_sep,8.0473255598744675
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.0098820343975640108
nhatz,0.0
simulation-type,aligned-spins
nhatx,0.97239891000000001
nhaty,-0.23332455999999999
mass1,0.75
name,GT0603
license,public
mass2,0.25
Omega,0.074318217753713986
Lmax,8
eta,0.1875
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2400.7989330701457
