files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.62120001000000002
spin1x,0.32247015000000001
spin1z,-0.01099641
modification-date,2017-06-16
production-run,1
alternative-names,D8_q2.00_a0.7_0.0_th090_ph240_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.02783155
LNhatx,-0.041175759999999999
LNhatz,0.99876421999999998
mean_anomaly,2.5571586947304303
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.5319991388438634
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.1296027085873524
nhatz,0.0069455599999999999
simulation-type,precessing
nhatx,0.67430791999999995
nhaty,-0.73841762
mass1,0.66666667000000002
name,GT0796
license,public
mass2,0.33333332999999998
Omega,0.077542278709635121
Lmax,8
eta,0.22222222
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2504.9500058095314
