files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,-0.40000000000000002
modification-date,2017-05-16
production-run,1
alternative-names,D11_q3.00_a-0.4_m200
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.0
LNhatx,-0.0
LNhatz,1.0
mean_anomaly,3.0579611162080154
spin-type,AlignedSpins
type,NRinjection
comparable-simulation,GT0582
init_sep,10.629566780030212
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,-0.40000000000000002
eccentricity,0.0031711373144125846
nhatz,0.0
simulation-type,aligned-spins
nhatx,0.98182459
nhaty,-0.18979059000000001
mass1,0.75
name,GT0841
license,public
mass2,0.25
Omega,0.051631204238481145
Lmax,6
eta,0.1875
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,1667.9105580768278
