files-in-error-series,"SXS_BBH_0180_Res2.h5,SXS_BBH_0180_Res3.h5,SXS_BBH_0180_Res4.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,1.5605388945000001e-12
f_lower_at_1MSUN,792.76210312084902
spin1z,-3.6705065854200001e-09
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0128,SXS:BBH:0180"
Format,3
LNhaty,-1.309085672619066e-11
LNhatx,-1.0248832225372749e-11
LNhatz,1.0
mean_anomaly,2.2940619999999998
Omega,0.0122671107427
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,2.2789983903699998e-12
spin2y,-2.3590756886600001e-12
spin2z,-2.1572848953999999e-09
eccentricity,5.1100000000000002e-05
nhatz,-9.310407297030217e-12
simulation-type,non-spinning
nhatx,-0.99756259512924861
nhaty,0.069777279962741884
mass1,0.49999998538700002
name,SXS:BBH:0180
license,LVC-internal
mass2,0.49999998511600002
type,NRinjection
Lmax,8
eta,0.25
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,250.0
PN_approximant,"none, NR only"
spin1x,-2.78241749107e-12
