files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q2.50_a0.6_th270_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.082087380000000001
LNhatx,-0.020088000000000002
LNhatz,0.99642266999999995
mean_anomaly,3.2023029809367185
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.0823509582795365
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.022409432935248011
nhatz,0.037796349999999999
simulation-type,precessing
nhatx,0.97522069
nhaty,-0.21798176999999999
mass1,0.71428570999999996
name,GT0662
license,public
mass2,0.28571428999999998
Omega,0.10653652158527714
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3441.5890892668222
