files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.60060469000000005
spin1x,-0.02519772
spin1z,-0.35864931
modification-date,2017-06-16
production-run,1
alternative-names,D8_q2.00_a0.7_0.0_th120_ph135_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.031386999999999998
LNhatx,0.063332070000000004
LNhatz,0.99749882000000001
mean_anomaly,3.2928675525404478
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.2207835976466113
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.064195120248205728
nhatz,-0.056447440000000002
simulation-type,precessing
nhatx,0.98187983000000001
nhaty,-0.18090244
mass1,0.66666667000000002
name,GT0800
license,public
mass2,0.33333332999999998
Omega,0.08780497968514929
Lmax,8
eta,0.22222222
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2836.4795055357417
