files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.01504167
spin1x,-0.54270708000000001
spin1z,-0.25449009
modification-date,2017-06-19
production-run,1
alternative-names,fr_b5_a0.6_oth.245_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.039749970000000003
LNhatx,-0.01254983
LNhatz,0.99913083999999996
mean_anomaly,3.1160466852691187
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,9.5578649325999425
NR-group,Georgia Tech
spin2x,-0.59951206000000001
spin2y,-0.014986599999999999
spin2z,-0.00141136
eccentricity,0.0053913853981241789
nhatz,0.022563139999999999
simulation-type,precessing
nhatx,0.96461796
nhaty,-0.26268439999999998
mass1,0.5
name,GT0311
license,public
mass2,0.5
Omega,0.058015566672234592
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,1874.1529974485982
