files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-15
production-run,1
alternative-names,fr_b3.1_a0.8_oth.330_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.065973740000000003
LNhatx,-0.02481272
LNhatz,0.99751279999999998
mean_anomaly,3.1238798202689266
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.0169318799397935
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.078443000841145166
nhatz,0.045286420000000001
simulation-type,precessing
nhatx,0.94319677000000002
nhaty,-0.32913371000000002
mass1,0.5
name,GT0401
license,public
mass2,0.5
Omega,0.10603793096556861
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3425.4824620626846
